name,total
omero.rtypes.rstring,121
lzma.LZMAFile,121
opcua.ua.NodeId,121
pyxb.binding.content.AttributeUse,121
httmock.HTTMock,121
code.Code.Append,121
sys.stdin.readline,121
models.Book.objects.using,120
sct_utils.run,120
test_helper.Test.assertEquals,120
vtk.vtkRenderWindow,120
Components.Sources.StaticText.StaticText,120
bisect.bisect_left,120
six.binary_type,119
imp.reload,119
rtorrent.rpc.Method,119
lib.core.common.unsafeSQLIdentificatorNaming,119
itertools.repeat,119
pytest.mark.usefixtures,119
nailgun.utils.reverse,119
pyparsing.Group,119
unpack.format_table,118
itertools.combinations,118
sympy.assumptions.Q.complex,118
horizon.tables.Column,117
cfgm_common.exceptions.HttpError,117
rx.testing.TestScheduler.start,117
tensorflow.convert_to_tensor,117
hask.Right,117
lib.core.common.Backend.getIdentifiedDbms,117
numpy.searchsorted,117
django.contrib.sites.models.Site.objects.get_current,117
requests_mock.mock,117
pandas.util.testing.assertIsInstance,117
django.utils.simplejson.loads,117
sqlalchemy.create_engine,116
environ.Env,116
tornado.options.define,116
tornado.web.url,116
nova.objects.InstanceNUMACell,116
six.u,116
courselib.auth.requires_role,116
DIRAC.S_ERROR,116
numpy.flatnonzero,115
mininet_test.close_topology,115
django.db.models.DateField,115
boto.compat.json.dumps,115
FWCore.ParameterSet.Config.untracked.PSet,115
sublime.Region,115
pylab.ylabel,115
math.copysign,115
sympy.ask,115
django.db.migrations.RunPython,115
preggy.expect,115
PyQt4.QtGui.QWidget,115
numpy.atleast_1d,114
poker.card.Suit,114
sympy.sin,114
builtins.str,114
lollypop.define.Lp,114
test_utils.patch,114
string.strip,114
flask.Flask.register_blueprint,114
codecs.getreader,114
bpy.utils.register_class,113
openerp.fields.Float,113
django.template.base.Library.filter,113
openerp.osv.fields.selection,113
socket.getfqdn,113
sqlalchemy.testing.assert_raises_message,113
tensorflow.variable_scope,113
nova.tests.api.openstack.fakes.HTTPRequest.blank,113
string.find,113
xbmcplugin.endOfDirectory,113
thrift.protocol.fastbinary.encode_binary,112
threading.current_thread,112
tornado.gen.Task,112
PyQt4.QtCore.pyqtSignal,112
thrift.protocol.fastbinary.decode_binary,112
testtools.ExpectedException,112
theano.tensor.nnet.sigmoid,112
openstack_dashboard.test.helpers.create_stubs,112
numpy.fromstring,112
numpy.rec.array,112
PyQt4.QtGui.QVBoxLayout,112
zipfile.ZipFile.read,112
numpy.isinf,112
mako.template.Template,112
urllib.urlretrieve,111
theano.tensor.grad,111
argparse.ArgumentParser.add_mutually_exclusive_group,111
django.core.cache.cache.set,111
sqlalchemy.orm.relation,111
scipy.zeros,110
tensorflow.initialize_all_variables,110
pandas.util.testing.assert_almost_equal,110
sys.path.extend,110
parsing.Rule,110
theano.tensor.sqrt,110
mcpi.minecraftstuff.ShapeBlock,110
openerp.osv.osv.except_osv,110
rx.testing.TestScheduler.create_hot_observable,110
pwd.getpwuid,110
configparser.ConfigParser.get,110
os.geteuid,110
sklearn.utils.testing.assert_array_equal,110
numpy.ascontiguousarray,110
hask.Left,110
sqlalchemy.and_,109
PySide.QtGui.QLabel,109
tests.testing_utils.generate_game_for,109
theano.tensor.exp,109
nose.SkipTest,109
pwd.getpwnam,109
pygments.lexer.using,109
numpy.save,109
django.db.transaction.atomic,109
django.db.models.signals.post_save.connect,109
numba.jit,109
twisted.python.filepath.FilePath.child,109
urllib.request.urlopen,109
pypower.t.t_is.t_is,109
google.protobuf.descriptor.Descriptor,109
openerp.exceptions.Warning,109
assertions.assert_all,109
sympy.assumptions.Q.rational,109
qad_msg.QadMsg.translate,109
frappe.throw,109
starcluster.logger.log.info,108
base64.decodestring,108
pylab.axis,108
xmodule.modulestore.django.modulestore,108
bpy.utils.unregister_class,108
os.pipe,108
django.contrib.auth.decorators.permission_required,108
numpy.linalg.det,108
spacewalk.common.rhnLog.log_debug,108
regparser.grammar.tokens.Paragraph,108
pretend.call,108
pyramid.view.view_config,108
ctypes.pointer,108
alembic.op.drop_constraint,108
mne.Epochs,107
time,107
openerp.api.depends,107
.utils.b_,107
trytond.transaction.Transaction.execute,107
guake.globals.KEY,107
functools.update_wrapper,107
argparse.ArgumentParser.add_argument_group,107
vtk.vtkRenderWindowInteractor,107
example.Example,106
file.endswith,106
nipype.pipeline.engine.Workflow.connect,106
numpy.subtract,106
django.utils.simplejson.dumps,106
serial.Serial.write,106
sqlalchemy.testing.assert_raises,105
numpy.column_stack,105
os.lstat,105
smtplib.SMTP.quit,105
wx.Button,105
jinja2.Markup,105
fcntl.ioctl,105
ctypes.create_string_buffer,105
proboscis.test,105
whoosh.filedb.filestore.RamStorage.writer,105
tornado.util.u,105
json,105
webob.Request.blank,104
Queue.Queue.put,104
scipy.log,104
matplotlib.pyplot.tight_layout,104
sys.stdout.getvalue,104
genshi.template.eval.Expression,104
utility.coercecurve,104
commands.getoutput,104
django.db.models.FloatField,104
PyrexTypes.CFuncTypeArg,103
intervals.IntInterval,103
numpy.average,103
heat.engine.template.Template,103
sct_utils.printv,103
tensorflow.Variable.eval,103
django.contrib.auth.models.User.objects.all,103
nailgun.entity_fields.OneToOneField,103
inspect.ismethod,103
heat.engine.stack.Stack,103
matplotlib.pyplot.scatter,103
xml.etree.ElementTree.tostring,102
scipy.linalg.norm,102
pandas.util.testing.assert_numpy_array_equal,102
scipy.array,102
os.sep.join,102
pi.atom.Atom,101
numpy.core.umath.arctan2,101
numpy.promote_types,101
bson.BSON.encode,101
sqlalchemy.Boolean,101
IMP.Model,101
sickrage.helper.encoding.ek,101
lxml.etree.Element.set,101
bitfields.getbits,101
matplotlib.pyplot.clf,101
numpy.random.permutation,101
pipes.quote,101
six.itervalues,101
riak.util.str_to_bytes,101
topoflow.utils.tf_utils.TF_Print,100
mtree.tests.fixtures.generator.REMOVE,100
datetime.datetime.combine,100
inspect.ismodule,100
PyQt4.QtGui.QSizePolicy,100
BackupLogger.BackupLogger.log,100
misc.option,100
weakref.proxy,100
lantz.Feat,100
numpy.ones_like,99
autoprotocol.unit.Unit,99
rpython.rtyper.lltypesystem.rffi.cast,99
timeit.default_timer,99
pyangbind.lib.yangtypes.RestrictedClassType,99
dogstatsd.MetricsBucketAggregator.submit_packets,99
netforce.model.fields.Many2One,99
wx.GetApp,99
Gaffer.ScriptNode,99
matplotlib.pyplot.grid,98
sublime.active_window,98
ACEStream.Core.Utilities.logger.log,98
compass.db.api.utils.supported_filters,98
pyasm.web.DivWdg.add_class,98
socket.create_connection,98
turpial.ui.lang.i18n.get,98
dynd.nd.as_py,98
ConfigParser.SafeConfigParser.get,98
blessings.Terminal.yellow,98
PyQt4.QtGui.QPixmap,98
wx.BoxSizer.AddSpacer,98
tensorflow.Graph,98
h2o_import.import_parse,98
PyQt4.QtGui.QApplication,98
argparse.ArgumentTypeError,98
sympy.polys.domains.QQ,97
Components.config.getConfigListEntry,97
twisted.conch.ssh.keys.Key.fromString,97
networkx.path_graph,97
zope.interface.implementer,97
unittest.TestSuite,97
pandas.concat,97
twisted.internet.reactor.stop,97
tensorflow.python.framework.tensor_shape.TensorShape,97
IECore.V2f,97
django.template.Library.tag,97
jinja2.Environment,97
django.contrib.auth.decorators.login_required,96
file.readline,96
bs4.BeautifulSoup,96
scipy.size,96
heat.engine.scheduler.TaskRunner,96
inception.slim.ops.conv2d,96
django.contrib.admin.autodiscover,96
optparse.Option,96
manila.tests.api.fakes.HTTPRequest.blank,96
six.moves.urllib.parse.urlparse,96
sickrage.LOGGER.debug,96
numpy.fromfile,96
keras.layers.convolutional.Convolution2D,96
struct.Struct,96
scipy.shape,96
genshi.template.MarkupTemplate,96
arcpy.AddMessage,96
sickbeard.encodingKludge.ek,95
networkx.NetworkXError,95
traceback.format_exception_only,95
ipalib.Str,95
django.forms.formsets.formset_factory,95
mailbox.Maildir.add_folder,95
os.chown,95
numpy.linalg.solve,95
OpenGL.extensions.hasGLExtension,95
student.tests.factories.UserFactory.create,95
web.input,95
django.contrib.messages.error,95
Queue.Queue.empty,95
openerp.osv.fields.related,95
openerp.fields.Char,94
core.scrapertools.find_single_match,94
utils.window,94
numpy.empty_like,94
django.utils.translation.get_language,94
django.contrib.auth.authenticate,94
math.ldexp,94
numpy.outer,94
CGATPipelines.Pipeline.run,94
tensorflow.python.framework.ops.RegisterShape,94
num2words.num2words,94
django.db.migrations.AlterModelOptions,94
xml.sax.saxutils.escape,94
saharaclient.openstack.common.cliutils.arg,94
pyrsistent.plist,93
bpy.props.BoolProperty,93
sys.stderr.getvalue,93
keystone.conf.utils.fmt,93
events.management.commands.fetch_events.event_source,93
sphinx_rtd_theme.get_html_theme_path,93
PyQt4.QtGui.QHBoxLayout,93
ufo2ft.fontInfoData.getAttrWithFallback,93
scitools.EfficiencyTable.EfficiencyTable.add,93
testlib.Wallet,93
blessings.Terminal.green,93
platform.machine,93
sympy.symbols,93
tornado.escape.utf8,93
.result.ReleaseResult.append_genre,93
pylab.subplot,93
.validation.do_check,92
assertions.assert_invalid,92
fnmatch.filter,92
numpy.logical_not,92
urwid.compat.B,92
numpy.expand_dims,92
zato.common.test.rand_string,92
gslib.util.Retry,92
binascii.b2a_hex,92
numpy.bincount,92
numpy.count_nonzero,92
.utils.logger.info,92
doctest.DocTestFinder,92
cassandra.query.SimpleStatement,92
resources.lib.libraries.control.setting,92
math.hypot,91
textwrap.wrap,91
PySide.QtGui.QColor,91
inspect.getfile,91
django.contrib.messages.info,91
stat.S_IMODE,91
sympy.refine,91
traceback.format_tb,91
comtypes.COMMETHOD,91
h2o.check_sandbox_for_errors,91
compass.db.api.database.run_in_session,91
gi.require_version,91
openerp.osv.fields.integer,91
django.template.Template,91
.grammar.Grammar.rule,91
struct.pack_into,91
pyasm.web.Table.add_cell,90
collections.OrderedDict.update,90
gevent.spawn,90
distutils.extension.Extension,90
sys.settrace,90
nibabel.load,90
django.shortcuts.HttpResponseRedirect,90
shutil.copyfileobj,90
scipy.special.gammaln,90
django.db.migrations.state.ModelState,90
ssl.wrap_socket,90
sqlalchemy.ext.declarative.declarative_base,90
sys.setdefaultencoding,90
numpy.random.choice,90
rpython.rtyper.lltypesystem.lltype.malloc,90
resources.lib.libraries.client.request,90
theano.tensor.log,90
theano.tensor.cast,90
tensorflow.python.framework.ops.op_scope,90
wx.CallAfter,90
os.fstat,90
JumpScale.j.exceptions.RuntimeError,90
logging.FileHandler.setFormatter,89
django.http.HttpResponseBadRequest,89
xtuml.navigate_one,89
map.connect,89
selenium.webdriver.support.ui.WebDriverWait,89
matplotlib.pyplot.colorbar,89
freezegun.freeze_time,89
django.utils.translation.activate,89
zope.interface.providedBy,89
pyparsing.Literal,89
lcd_class.Lcd.line2,89
ropetest.testutils.create_module,89
wx.TextCtrl,89
asyncio.sleep,89
portage.os.path.join,89
zlib.compress,89
nose.plugins.skip.SkipTest,89
PyQt4.QtGui.QCheckBox,89
cinder.context.get_admin_context,89
.six.b,89
hask.lang.hindley_milner.Var,89
py.test.raises,88
argparse.ArgumentParser.add_subparsers,88
Gaffer.Context,88
tweepy.binder.bind_api,88
ctypes.WINFUNCTYPE,88
sys.modules.get,88
sklearn.utils.testing.assert_raises,88
invoke.run,88
stat.S_ISDIR,88
zipfile.ZipFile.open,88
django.template.defaultfilters.slugify,88
doctest.DocTestRunner,87
sortinghat.api.add_organization,87
swift.common.utils.normalize_timestamp,87
dbus.service.method,87
vtk.vtkPoints,87
pywikibot.pagegenerators.GeneratorFactory.handleArg,87
scipy.exp,87
FreeCAD.activeDocument,87
sklearn.utils.testing.assert_almost_equal,87
django.core.files.base.ContentFile,87
tensorflow.python.ops.constant_op.constant,87
codecs.getwriter,87
numpy.radians,87
rply.LexerGenerator.add,87
superdesk.get_resource_service,87
Queue.Queue.get,86
numpy.mat,86
tensorflow.python.framework.ops.convert_to_tensor,86
dynd.nd.array,86
cv2.imshow,86
yaql.language.specs.parameter,86
xml.dom.minidom.parse,86
mock.create_autospec,86
django.forms.ChoiceField,86
numpy.linalg.svd,86
django.http.HttpResponseForbidden,86
fabric.api.cd,86
tests.common.DummyField,86
ctypes.c_char_p,86
RPi.GPIO.setup,86
dask.array.from_array,85
frappe.db.get_value,85
dict.get,85
openerp.osv.fields.one2many,85
tornado.web.HTTPError,85
pygame.math.Vector2.elementwise,85
mock.mock_open,85
sympy.cos,85
theano.tensor.concatenate,85
scitools.misc.timer,85
doconce.errwarn,85
spriteManager.TextSprite,85
rope.base.libutils.get_string_module,85
south.db.db.delete_unique,85
PySide.QtGui.QAction,85
rpython.rlib.rarithmetic.r_uint,85
kivy.metrics.dp,85
synnefo.lib.join_urls,84
numba._dispatcher.compute_fingerprint,84
textwrap.fill,84
IMP.atom.Selection,84
comtypes.STDMETHOD,84
six.with_metaclass,84
multiprocessing.Process,84
numpy.int32,84
sympy.assumptions.Q.hermitian,84
btk.btkMetaDataInfo,84
config.config.get,84
wtforms.validators.DataRequired,84
socket.error,84
os.path.lexists,84
otopi.plugin.event,84
PyQt5.QtWidgets.QVBoxLayout,83
numpy.delete,83
pytest_bdd.parsers.parse,83
lib.core.data.logger.warn,83
wx.CheckBox,83
numpy.conj,83
os.path.splitdrive,83
urlparse.urlunparse,83
PyTango.server.command,83
wtforms.TextField,83
numpy.log2,83
flask.ext.restful.fields.String,83
oslo_utils.timeutils.utcnow,83
binascii.a2b_hex,83
gyp.common.GypError,83
vim.eval,83
tensorflow.Variable,82
crispy_forms.layout.Div,82
ConfigParser.ConfigParser.get,82
pretend.call_recorder,82
core.logger.debug,82
compass.db.api.user.check_user_permission,82
curses.color_pair,82
smtplib.SMTP.sendmail,82
django.forms.TextInput,82
log_calls.log_calls,82
numpy.histogram,82
MySQLdb.connect,82
openid.message.Message.setArg,82
voluptuous.Required,82
fractions.Fraction,82
PyQt4.QtGui.QSpacerItem,81
frappe.get_doc,81
supervisor.tests.base.lstrip,81
resources.lib.kodiutils.get_value,81
Orange.data.Table,81
qutebrowser.config.configexc.ValidationError,81
linecache.getline,81
base_tests.tests_common.test,81
vtk.vtkDataSetMapper,81
resources.lib.libraries.client.replaceHTMLCodes,81
google.appengine.ext.db.Key.name,81
pylons.i18n.lazy_ugettext,81
wpull.url.URLInfo.parse,81
chromite.lib.commandline.ArgumentParser.add_argument,81
waflib.Errors.WafError,81
django.http.JsonResponse,81
argparse.ArgumentParser.set_defaults,81
tasklogger.TaskLogger.addinfo,81
django.utils.encoding.smart_text,81
TestSCons.TestSCons,81
heapq.heappush,80
requestbuilder.Arg,80
portage.tests.resolver.ResolverPlayground.ResolverPlaygroundTestCase,80
tornado.gen.Return,80
codecs.lookup,80
django.db.models.Sum,80
urllib.parse.urlencode,80
arctic.date.DateRange,80
Crypto.Cipher.AES.new,80
pypower.totcost.totcost,80
sympy.assumptions.Q.antihermitian,80
networkx.testing.assert_edges_equal,80
numpy.add,80
py.path.local,80
wx.GridBagSizer.Add,80
swift_testing.retry,80
pandas.Timestamp,79
path.path,79
easybuild.tools.build_log.EasyBuildError,79
sqlalchemy.text,79
sortinghat.api.add_identity,79
openstack.resource.prop,79
signal.alarm,79
wx.StaticBoxSizer.Add,79
cffi.FFI.sizeof,79
.result.ReleaseResult.append_disc,79
urwid.Text,79
xbmc.log,79
numpy.distutils.misc_util.Configuration.add_subpackage,79
unittest.TextTestRunner.run,79
calibre.ebooks.BeautifulSoup.NavigableString,79
.result.ReleaseResult.create_disc,79
clr.AddReference,79
hashlib.sha512,79
matplotlib.pyplot.text,79
PyQt4.QtGui.QMenu,78
codecs.charmap_encode,78
sqlalchemy.sql.text,78
gi.repository.Gtk.Button,78
itertools.imap,78
numpy.mod,78
os.link,78
arrow.get,78
gnuradio.gr.io_signature,78
regparser.grammar.tokens.Context,78
crispy_forms.helper.FormHelper,78
ldb.Dn,78
pcs.lib.corosync.config_facade.ConfigFacade.from_string,78
argparse.ArgumentParser.print_help,78
numpy.amin,78
lib.unidades.Temperature,78
ctypes.cast,78
django.utils.html.format_html,78
numpy.random.RandomState.randn,78
itertools.cycle,78
django.utils.translation.override,78
caster.lib.dfplus.state.short.R,78
nailgun.entity_fields.OneToManyField,78
inspect.getmodule,78
socket.inet_pton,78
twisted.spread.jelly.jelly,78
numpy.interp,77
arcpy.AddError,77
rest_framework.routers.DefaultRouter.register,77
pygame.event.get,77
compass.db.api.utils.wrap_to_dict,77
six.moves.map,77
sympy.Matrix,77
numpy.genfromtxt,77
email.mime.multipart.MIMEMultipart.attach,77
_common.default_property,77
django.conf.settings.FEATURES.get,77
.core.grammar,77
owslib.util.nspath,77
subprocess.CalledProcessError,77
logging.StreamHandler,77
h2o.tear_down_cloud,77
openstack_dashboard.test.test_data.utils.TestDataContainer,77
chipsec.logger.logger,77
oslo_utils.uuidutils.generate_uuid,77
fileinput.input,77
.utils.call,77
Tkinter.Label,76
multiprocessing.Process.start,76
bigmler.tests.world.world.api.ok,76
collections.Counter.update,76
mojom.parse.parser.Parse,76
marshal.dumps,76
pylab.gray,76
sfepy.base.base.output,76
atom.CreateClassFromXMLString,76
rdkit.Chem.MolFromSmiles,76
sympy.Derivative,76
httplib.HTTPConnection.request,76
keystone.exception.NotImplemented,76
scrapy.http.Request,76
twisted.internet.defer.DeferredList.addCallback,76
openerp.api.onchange,76
rospy.get_param,76
pyrsistent.m,76
PyQt4.QtGui.QFont,75
click.testing.CliRunner.invoke,75
h2o.init,75
theano.tensor.mean,75
oslo_serialization.jsonutils.dump_as_bytes,75
libmich.core.element.Str,75
wx.Menu.Append,75
sympy.functions.elementary.exponential.exp,75
log_class.Log.message,75
sqlalchemy.testing.engines.testing_engine,75
pecan.abort,75
subprocess.Popen.stdout.read,75
threading.local,75
httplib.HTTPConnection.getresponse,75
dal.DAL.define_table,75
numpy.cosh,75
gtk.main,75
cv2.imread,75
twisted.internet.defer.Deferred.addErrback,75
zstacklib.utils.shell.call,75
sqlalchemy.orm.sessionmaker,75
six.iterkeys,75
wsmeext.pecan.wsexpose,75
jcvi.apps.base.OptionParser.add_option,75
Xlib.protocol.rq.Int16,75
resources.lib.handler.outputParameterHandler.cOutputParameterHandler,75
gi.repository.GLib.idle_add,75
numpy.deg2rad,74
pytest.skip,74
threading.Thread.setDaemon,74
xml.dom.minidom.Document.createElement,74
petl.test.helpers.ieq,74
theano.compat.six.moves.xrange,74
job.test.utils.create_job,74
